Neuronal/Branch A	Neuronal/Branch B	Neuroblast	Cycling ENCC/glia	ENCC/glia progenitor	Differentiating glia	Fetal glia 1	Fetal glia 2	Fetal glia 3	Adult glia
HOXD9	0.0331429048256409	0.0431476857187226	0.0097409435174165	0.0563924409270834	0.103338658107463	0.0606235497192114	0.0276214489259121	0.139742865348462	0.0701975687365178	0.0942227433138075
HSF1	0.0732688539697968	0.102319481362156	0.0377071819924398	0.0416408160749135	0.130138122416692	0.0428221982559507	0.0288870443961072	0.0445522645774371	0.0744506895002597	0.18459874046529
HSF2	0.127335372521663	0.130717910024088	0.0335834150971098	0.133073831537305	0.190119925360022	0.122194583710158	0.0448724799279069	0.0650947738973005	0.109557133418744	0.152832827520823
HSF4	0.0708029298960575	0.0545801089949653	0.0155527475087471	0.0132380876276422	0.0443202077675173	0.0135539302799389	0.0129340722757995	0.0207592320465934	0.0273050891930156	0.25995625511877
HSPA1L	0.0974540884406178	0.10452151221932	0.0307648850960488	0.121041607799652	0.181252146309499	0.0746938959155891	0.0419493298304783	0.0606899842242046	0.135169864290439	0.207160716962562
IKZF1	0.118913630246746	0.117493611802103	0.0340655873192515	0.13146112712127	0.192331494595576	0.0783220374487801	0.0586906281321367	0.0725033916426145	0.115185889105615	0.295655238114341
ING4	0.0315974785323176	0.0370952491392896	0.00397587975143521	0.0038222092704534	0.00403930885917514	0.000997583201778895	0.00285846999828676	0.00151542180759312	0.00575956638029151	0.00739209769032334
IRF1	0.102350306379439	0.09668633716473	0.0244265852360788	0.119624648118094	0.166947829899538	0.124689125471272	0.0630763203915055	0.0793196668146462	0.108673136377757	0.323886970751138
IRF2	0.126605202350595	0.125547538815345	0.025233210289434	0.0926771481384282	0.158538388395805	0.0794128494056112	0.0862968964593919	0.0821909345214547	0.121012340660207	0.313261035200291
IRF3	0.13372031361104	0.127776710901533	0.0299358121726834	0.11611948604675	0.17369625032275	0.0897817314168416	0.0695610798094957	0.0758881019933441	0.106446366997132	0.292653907855233
IRF4	0.11341938335009	0.108204420226591	0.0371550357038501	0.124614424038031	0.1993244431815	0.0837863594428947	0.0418103326873227	0.0418970047740028	0.0740134960105419	0.246929083656016
IRF7	0.0755099712254444	0.0795915310868145	0.0192876137087783	0.077533863074512	0.126709118238423	0.09424432294575	0.0593265026703735	0.0786182476097622	0.101681553916197	0.428205463265864
IRF8	0.0719464787167479	0.0706199479840436	0.0169599403621766	0.0772521273980157	0.122613145788911	0.091700691683289	0.0663507414182767	0.0767468113176659	0.0975301392098946	0.444691311544359
IRF9	0.0864270967752137	0.0833836279465847	0.0203708427728729	0.0861244925609433	0.135710684769282	0.0863178822377842	0.0664065038671393	0.0764659965376197	0.100618493599654	0.422289050898867
IRX3	0.222508928629613	0.188736025815955	0.0332245997469403	0.0607159986620533	0.11452373218757	0.0400112736279803	0.025959498775587	0.0484198321466854	0.0480375253578511	0.0981796542696254
ISL1	0.307405085225612	0.240565345068869	0.0165547712808815	0.0347829834060976	0.075643453897652	0.02244687172785	0.0152812301847597	0.0200206227910154	0.057663737143406	0.136156041318852
JDP2	0.0987805063388976	0.0916986737280603	0.0206283176071741	0.114824152184046	0.16493870884073	0.170468471267894	0.0677434677720263	0.0900626044903524	0.116085310728284	0.27280902296763
JUN	0.140716580539647	0.132354244899484	0.0299836633837188	0.131002005630641	0.181071576320842	0.113028350417155	0.0623091069738235	0.075383816244982	0.106422692799423	0.262857345988086
JUNB	0.113606516761232	0.106851972183197	0.0253857748445427	0.11642506743917	0.163292698923503	0.126491584285064	0.0665391552299062	0.0798123393554441	0.106788194649853	0.311078879802316
JUND	0.162455084138094	0.151460188921948	0.033145648849955	0.142873712165569	0.192931476944767	0.116937460137299	0.05352599311726	0.0710078407244529	0.106602543637901	0.210278409941435
KDM4B	0.0777076912912228	0.0604988694525973	0.0207534398546285	0.0470959951472815	0.100513594114492	0.0540365484106993	0.085645923533431	0.05665905954175	0.105888556445188	0.116330621020193
KDM5A	0.138532424521664	0.137663032264457	0.0339921070094887	0.152462479918402	0.209067212732634	0.113066862075717	0.0552106273297732	0.0748453133478791	0.113427211039593	0.203810184892353
KLF10	0.111184960516637	0.11261083404345	0.0221463301862923	0.095932780038706	0.14442616079284	0.191898096962418	0.0604234764407754	0.0692573096378238	0.089373372837643	0.263993009160072
KLF11	0.138198140379885	0.101466291428715	0.0106268936569941	0.0218356539480744	0.0559903017905891	0.0501200496220272	0.0174422247374959	0.0327320202591087	0.0518718415155245	0.0759779146077213
KLF13	0.181454605846477	0.150736546196255	0.022739894339071	0.0884715962135452	0.140348523699602	0.118334224792676	0.0463105978448625	0.050561193706104	0.0857896422458962	0.118916138369398
KLF15	0.0337292676034967	0.0430227325320131	0.0134988503584967	0.0250100859936691	0.0556603440002458	0.029378855219501	0.0357567131734083	0.0548896530096789	0.0570514036772025	0.178993864144549
KLF16	0.153692292848828	0.141238808670933	0.0297869583857996	0.128569846666625	0.176819044693522	0.157297468882663	0.0510789393850577	0.0675432710720733	0.0967184821681759	0.211475727725458
KLF2	0.0953147793204611	0.0840914294877146	0.0187682446494563	0.0891330013694411	0.131574069577914	0.151606474270589	0.0738434476362883	0.0799910088537394	0.0930494444817287	0.344364770486549
KLF3	0.131300841843612	0.124641474661951	0.0326059951371952	0.134432549508388	0.191580969170924	0.13994300306002	0.0558027655444908	0.0794803822584583	0.105808870718856	0.227816168089569
KLF4	0.0842417413183854	0.0795669790141775	0.0188433742773676	0.0838817174496111	0.127382135429375	0.103427564050739	0.0725509687657565	0.0754436951245421	0.100105157660624	0.417484523456204
KLF5	0.0700455184896611	0.072149152616789	0.0177164803343146	0.0813519957205621	0.117987941675566	0.0907600540927734	0.0927491255791796	0.0957924871054925	0.0956783443899626	0.404672019718793
KLF6	0.122206323989742	0.114758715602868	0.0257292124374002	0.120925968479015	0.170992067539707	0.112416354449606	0.0685481257875104	0.0813847244324492	0.112472868592247	0.296443853540997
KLF7	0.227806985048753	0.19924800866807	0.0337709405576292	0.108924340143211	0.167590116493494	0.0873000625954776	0.0406338465849529	0.0639777236473882	0.0991259828552561	0.182456714951591
KLF8	0.196587125973102	0.321681921804663	0.0735218821702172	0.104810415236864	0.13081844339732	0.0199215803151694	0.00700734885185061	0.0126935095241534	0.0242832847481642	0.0095116953140042
KLF9	0.0650769145058651	0.0637492048829684	0.0145341366812544	0.0812842251892658	0.127960808617865	0.151210346689847	0.0784149113268041	0.094446366402296	0.118494921134061	0.366525865202105
LBX2	0.176435304991642	0.131668678638091	0.042228811090315	0.0925144551229183	0.13174136031787	0.0816568622373161	0.0662264550153407	0.0930418989211628	0.0709944278871958	0.198600463505554
LEF1	0.0297130571554507	0.0319282349695761	0.0126102479779914	0.0970938215382356	0.162777333583004	0.127025752433108	0.0954121698575197	0.129303469535748	0.15356646030486	0.157819530156184
LYL1	0.0382601104855239	0.041573961431376	0.0077853010366763	0.0212390640413304	0.0568857692126107	0.0637010630307719	0.0400820831661454	0.0683691133136342	0.0611679932299687	0.253093684283846
MAF	0.0510875592422292	0.0262130844299464	0.00914457139577574	0.0237916662771256	0.0569926452321198	0.0530648756675044	0.0810746037977222	0.0540043977118168	0.10064387643764	0.466680979276588
MAFA	0.12218349565484	0.123476401935406	0.0393351349634854	0.117395417769979	0.173546174942663	0.111716262862706	0.0395806753467194	0.0457420945254428	0.103037325190817	0.203901530272708
MAFB	0.00893757178937526	0.0578904251731414	0.0013257919510985	0.010810923891729	0.0164686995562928	0.020444461716467	0.0191396971909399	0.0291594388883369	0.0135389723894299	0.125397253876088
MAFF	0.133845097039855	0.124698749325185	0.0289236668693673	0.134792501512601	0.182535104213136	0.153363954755138	0.0567596461128451	0.0706531694243647	0.101825218902525	0.236187034174462
MAFG	0.162973067881157	0.146967391886452	0.0292677355874075	0.125686401677411	0.173127519866375	0.134338941265759	0.0564534592348703	0.0760539536769816	0.108405125106203	0.218614461333711
MAX	0.143169396710336	0.14155221754761	0.0352278614282308	0.125265820191063	0.19294387812057	0.0859258685285167	0.0537334040507889	0.0699157180396157	0.121894765337929	0.259125651498024
MAZ	0.160618026277772	0.151613672059966	0.034038175998619	0.159816703508506	0.201292785167252	0.111459532978935	0.0492707095982883	0.0683632594002875	0.10511940313748	0.192481633823242
MECOM	0.037167571363368	0.043544484819959	0.0124690619559188	0.0332586990079147	0.0717017149098037	0.142353612334514	0.0426745276327992	0.057634730769445	0.0647399460256117	0.319761072106084
MEF2B	0.0788147307695866	0.0754061853725955	0.0151490576294354	0.0725401949593116	0.110774797295066	0.071166685427381	0.0759552263297389	0.0771011768955361	0.0926920430787151	0.451354689229294
MEF2C	0.0879993062098515	0.0815801166283835	0.0238572200934725	0.130369971361461	0.206674614219038	0.110008520399153	0.0732604242919949	0.112354480963575	0.131323262470349	0.252655671737249
MEF2D	0.0772706807331655	0.0963980393837565	0.0152141577416973	0.0481581201411893	0.0955833778756351	0.0680050604117669	0.0705369695492368	0.0683914332938982	0.0611641359919627	0.32286025557919
MEIS1	0.253267507040436	0.315419782771691	0.0513472474216442	0.0839512516653876	0.100069254572652	0.026138877631527	0.00730529648735334	0.0220338082465241	0.0263180103663033	0.0682176821262409
MEIS3	0.238124296718451	0.198878178506985	0.0330807788986315	0.11994661483587	0.167438881005391	0.0911012155906438	0.0403405200045509	0.0608395020087517	0.0929742728228166	0.174767404181609
MGA	0.1020210386842	0.091821991226322	0.0251354663179587	0.0587001249478588	0.132783440583925	0.0689104381934952	0.0648631679663064	0.0535177542646705	0.136625254746278	0.227817036723132
MLXIP	0.010692659448914	0.021394674533339	0.00911424412806205	0.0106289530574697	0.0316102282957873	0.0179627629409316	0.0138318928567769	0.0213072381585105	0.0369446244333249	0.105051660987585
MNX1	0.0996931859613955	0.103094071891048	0.0358336757733286	0.0739138943893825	0.143483650832944	0.0607900046490727	0.0330514171386965	0.0587532920417453	0.0885210496645232	0.145019720704035
MSC	0.125296155804508	0.0919819423413627	0.0351050913759051	0.0812758482238549	0.121368819894914	0.0837844786831053	0.0661637629473422	0.0973279739099276	0.0756464536306424	0.301811002738988
MSX1	0.0247778945823854	0.0285093234025298	0.00584015282751116	0.0190359743685748	0.0432468693702867	0.0709532452977286	0.0491093443558299	0.051359933249595	0.0376823257097343	0.20868035036171
MSX2	0.0549364895814461	0.0615539601606158	0.0223187938004878	0.0480854627409231	0.105849071858216	0.0896629649461874	0.0968235041667114	0.047126496217058	0.0890321363120586	0.163405408391053
MXD4	0.0799256801928493	0.0838870783506283	0.0171102493352129	0.0202867257219133	0.0604566875187466	0.0839636079880179	0.0100684086724883	0.0460002793855636	0.07466436636051	0.07761400924555
MXI1	0.173741032150003	0.167398325830528	0.0320773994139308	0.11800866181778	0.17934086886869	0.11329762304677	0.0537300700600716	0.0699592396141376	0.11347113424305	0.210031765374279
MYBL1	0.102915504401243	0.100849134707018	0.0240544185874022	0.151521220533705	0.169456663785788	0.137058182266873	0.0624692499335601	0.0830139676597255	0.135395832247861	0.234073721421052
MYC	0.140536719934555	0.130080325549636	0.0322483540784191	0.125911710365247	0.194986982392385	0.12815703839276	0.0541380189630851	0.0718581685981546	0.0980714760421105	0.244174950275715
MYEF2	0.136552770418895	0.145424087423892	0.0388477140323052	0.277308546628049	0.206200772060699	0.0832810578038014	0.0167644286356182	0.0358623407894392	0.0894293866415869	0.0462425013225648
MYF6	0.0413400472254493	0.0601579923535439	0.0248767613699872	0.0824716006981658	0.147717411815018	0.0595162140536977	0.0273071780779642	0.0525447197482755	0.0940596511522928	0.0986740046719163
MYLK	0.0454702971429252	0.0571930644053917	0.0126992231275878	0.111332791652594	0.147724691021395	0.122687461678247	0.0664977705289697	0.0947520194673932	0.150928307595995	0.122763635360575
NANOG	0.163585803273425	0.0926707660091028	0.0200277881000712	0.0582501564204052	0.0921038370089942	0.0698500394674684	0.0190406429569633	0.0480066366991019	0.0847803042003102	0.0869202804714637
NANOS1	0.243348196252071	0.185600403780653	0.0213044281143676	0.109685594218948	0.148236042946094	0.093404435020899	0.0424513903693223	0.0597708447572893	0.0849466354064092	0.152525540445455
NFATC2	0.0715617534254441	0.0665442013102657	0.0139074630767387	0.0778910757761264	0.125895709664557	0.103922861625397	0.120665225955677	0.0947233325900664	0.116299803850857	0.36735792340434
NFE2L1	0.0483328941270513	0.0474868766283953	0.0123534491370799	0.0276881547952801	0.0710998425112637	0.0448819149252507	0.0807752644160408	0.0664958359735035	0.077771492095029	0.327543912888957
NFE2L2	0.105323915612271	0.0992766980296327	0.0240792901690663	0.12425650486881	0.174090214802669	0.139002631729032	0.0692773544699797	0.0846679410951664	0.121380483166258	0.281063984655779
NFIA	0.0379384277256565	0.053411567950464	0.0186215382803302	0.106443049607457	0.205230463410379	0.136116579892175	0.0562249828670065	0.0963127926446604	0.219287619167083	0.190642603776456
NFIC	0.116214145119633	0.0975838463873683	0.0165277479907061	0.0699872118245802	0.115342649188729	0.0886688306407345	0.076890945991402	0.0887596026328591	0.121027186109807	0.380781240782422
NFIL3	0.136363148200717	0.127178916817098	0.0286774584846254	0.134931864114508	0.186412564523227	0.14742727764383	0.0570173751148291	0.0750580436228671	0.109017901769338	0.228199082560931
NFKB1	0.0609310696360821	0.0716319845351443	0.0138365698265448	0.0572751348799443	0.110843821223568	0.0852546270708864	0.0974558123742014	0.0841378055736089	0.110256166298091	0.401370514202863
NFKB2	0.0665459318393696	0.0679608973716525	0.0144111276610084	0.0780563671175548	0.125617830081202	0.116123628183659	0.091824545431233	0.0869091398601627	0.103528753234933	0.398012510512046
NFYA	0.0586634820221805	0.0763010106898078	0.0172766044861312	0.0569761789275844	0.100627482391926	0.10330293089663	0.028900057179863	0.0451103534450664	0.0975156784932109	0.0745091239024492
NFYB	0.119396558861693	0.123459973461998	0.0290187384081774	0.156437560811513	0.18842628191613	0.116094677672164	0.062517272395481	0.0738631176548373	0.11242601058157	0.238084401863177
NFYC	0.0828176491250077	0.107887495299958	0.0375145330317214	0.231143285176302	0.173278107094275	0.0754077932236608	0.0430576455605877	0.0518917345722266	0.0928546638803275	0.136262334081359
NPDC1	0.202943911686267	0.185383611999224	0.0364001693280622	0.130455451613933	0.186727037028402	0.0791871252786429	0.0476875214313549	0.0645786138950369	0.107685504453761	0.194127709634147
NR1D1	0.0590632162572462	0.0537873873863842	0.0155317708213908	0.0605645625729984	0.119068283180121	0.0719049113220492	0.106948827433278	0.0904471706165584	0.127991451497356	0.413623516162878
NR1H2	0.0489123401573617	0.0516718076804897	0.0174657718114777	0.0727753904123629	0.14104122111303	0.0887746078475484	0.0733573798634489	0.080641012921765	0.136028846922662	0.417904560981601
NR1H3	0.0369395583234883	0.0455737778664334	0.0150769664167201	0.0331240345507222	0.0860328079214989	0.0470706686699782	0.044089376516246	0.0492927046289956	0.107691516919265	0.195426560612939
NR2C1	0.10559021579138	0.0880836264469419	0.0153563726891607	0.0555132360494315	0.143390898968158	0.0963000072088304	0.0621661121580227	0.0575383585183812	0.138209614844214	0.152839112753353
NR2C2	0.164992796741097	0.163801798868158	0.0306297421427139	0.0917926156237951	0.162684997259793	0.081212169597492	0.047744044226586	0.0766546526724641	0.104848355349441	0.236362153299998
NR2F1	0.0682357344573117	0.0774786659151059	0.0198491244446435	0.0541520260029023	0.103508984631002	0.0569804338219393	0.208228616925822	0.0604726993689033	0.109125423850149	0.168820334331195
NR2F2	0.0374782709163879	0.0429252868472101	0.0120838190503438	0.0674102257908169	0.117773971861973	0.0719560895645349	0.207060488350864	0.135751480751383	0.08825788282631	0.277971735395457
NR2F6	0.0647477500217091	0.0673194337734075	0.0133360871743956	0.0212958322596325	0.0501973395426297	0.0341548089121845	0.0252422684957417	0.0347194083808835	0.0475955971836801	0.0492170946113453
NR4A2	0.0276551612834722	0.0331296164888153	0.0101664092801445	0.0343772295667144	0.0716508667804185	0.0428465623029928	0.191607637016736	0.0658869889667898	0.0544988576450232	0.293961723881767
OLIG1	0.116087884256676	0.114433490248373	0.0260857495630099	0.116507707657561	0.120693612743886	0.0450595136450946	0.0162141002381808	0.0338393437995168	0.0542506323207556	0.0969496960724817
ONECUT3	0.230677503058465	0.194800625545485	0.0290796760231617	0.102221877766855	0.153635984233624	0.0679954288425768	0.0543208566987421	0.0679894030571644	0.0985666879093375	0.19670478281752
OSR2	0.0449175744556572	0.0337684542660412	0.00592068148591163	0.0452180665329793	0.0508425144831166	0.088056568374881	0.0570305080574214	0.055334951979506	0.0615901820428099	0.502500756578269
OVOL1	0.0482798080256295	0.0502180455062954	0.009905889856614	0.015277485643478	0.0318088271700737	0.0585202956161833	0.0207005241233027	0.0176565130827819	0.0209249243046651	0.0600620584051181
PATZ1	0.192324260724853	0.155320023716682	0.0346432738807404	0.102838388082162	0.177625412194204	0.0719588102571538	0.0413700000329432	0.0616244686096998	0.097966823887451	0.20502325664993
PAX5	0.0450436653606353	0.0551686519684434	0.00963109188556666	0.0536817043651343	0.0945413179738559	0.0802275118889489	0.0457147501348777	0.0759983095688771	0.0719546996104714	0.2869269319854
PAX6	0.131533476164814	0.146887357041295	0.0120508408883125	0.0354058654556919	0.073105747582123	0.0434442315546345	0.0436113975156924	0.0801833589485739	0.0477583789329603	0.255620820571799
PAX8	0.099298979794206	0.108085355742175	0.034613722584699	0.114730752433257	0.162883650057772	0.0983544843410015	0.0373294522174824	0.0469090352308301	0.0720255899008688	0.187991527487429
PBX1	0.15102935601437	0.163752078453528	0.0350570980323374	0.141246036400676	0.218805270126841	0.0953433822670398	0.0530690048220566	0.0642200078453063	0.114510535687065	0.161465966458243
PBX3	0.214945204949656	0.192296788547275	0.0351874396061498	0.132057112226299	0.18438039917612	0.0836523516921465	0.0448014212242227	0.0609208601162546	0.098650315186449	0.183400731230868
PGAM2	0.239478620036556	0.220097725743306	0.0361280871887439	0.125686917067583	0.172888449340442	0.0708415584967155	0.0403636290838447	0.05437721065457	0.0949520317565047	0.161981479139679
PGR	0.0545261755052514	0.050302928675469	0.00915316982063674	0.0518082903539617	0.0855546160530952	0.151991974465709	0.074216348454481	0.0698750245449369	0.0778215483949496	0.333577855215126
PHF8	0.123253805995112	0.127281631420375	0.0313746768947537	0.11446489490297	0.189061558948311	0.100994564545045	0.0563740648816743	0.0743473314483643	0.114994114379376	0.241496263957943
PITX1	0.0252199166246984	0.0430764186426994	0.0186339913160668	0.0162992457188218	0.0790877639250345	0.0314821730288612	0.0466460087010572	0.0536051473965536	0.107584939749579	0.209432264861776
PKNOX1	0.0451803205802251	0.0648471109597244	0.0158516754169833	0.0405288519737262	0.0715501506974271	0.0509301925574831	0.0300795279187113	0.047728049385489	0.0498678841612972	0.0985264498180698
PKNOX2	0.0615853248386287	0.0801527107908563	0.014191208141656	0.0773698805263229	0.130382549971929	0.0614503049816896	0.0322314184591446	0.0542757793599905	0.0683542019000677	0.186603814068554
POLE3	0.118104766718288	0.117591344915465	0.0374670556517888	0.186124286834754	0.223320955750205	0.0865985187180341	0.0545615073564868	0.0686436657311688	0.100377861508666	0.217950270695682
POLE4	0.228519514521851	0.198816168879345	0.0340057508254553	0.120073475612758	0.166431716781931	0.0712894763075337	0.0451361234293646	0.0547689826935222	0.0824471142533555	0.190716418109955
POLR2A	0.149210330150029	0.153495041617449	0.0391349455681449	0.135143518465479	0.212600077905782	0.0858473289528039	0.0481652697485274	0.0679937724118196	0.108540498328579	0.210577817596365
POLR3G	0.07501178248855	0.0872953631517503	0.0238984127712448	0.074001386463991	0.126808716393399	0.0764981521052096	0.0379051360638849	0.0471523220621508	0.0655122057995097	0.253643814406782
POU2F1	0.053343744483772	0.0586017491245401	0.022445491476062	0.0604138975977937	0.104903766578122	0.0421685501466856	0.0455879069782246	0.0365338267402482	0.0788297404759184	0.152829237797571
POU2F2	0.300054621133421	0.263209684858279	0.0353152638151789	0.0804307882059143	0.131134870205108	0.0673847384048523	0.0313786357289881	0.043233176505165	0.0579902880918647	0.0901820346744
POU3F1	0.0136396959819105	0.0119624748669587	0.00341098088067016	0.0063025542448083	0.0159797112636113	0.0100947023366698	0.0121252422796718	0.00811012002117251	0.00492494541651223	0.0415069112604916
POU6F1	0.133243587246838	0.157977256218147	0.0180170385575046	0.0566560732152084	0.0925759001865386	0.0540208379816131	0.0270468321436846	0.0381866171169988	0.0566156816027842	0.111483417997788
PPARA	0.0322652096074026	0.0401599056331573	0.00992869786070383	0.0736984272321679	0.108890301457607	0.11000828897113	0.110425852520409	0.149103713583028	0.0997170818457052	0.306898701989149
PPARG	0.0837739811474641	0.0710088865504656	0.014336144720254	0.0640649415339135	0.0830940095279508	0.161366387228977	0.0549049916786708	0.0546278557569089	0.0751117491856752	0.312444356881812
PRDM1	0.0639045646507063	0.0671660774371881	0.0171271879054716	0.0750538326081674	0.139044121896128	0.0845455297852421	0.0733868427234659	0.0797987135969758	0.113172733033626	0.376219569843154
PRDM6	0.144507108214177	0.137326394669077	0.0388638177044698	0.165818668469494	0.23846331150998	0.0985741082888725	0.0511542581690654	0.0714524867721031	0.105034290884001	0.17092977413386
PRRX1	0.0855236007931487	0.0258454010983135	0.0240620362816952	0.051559402285292	0.118709586080556	0.0563018900385217	0.0643430537013862	0.0720111685291975	0.104591223348019	0.193588677984107
PRRX2	0.035999211771064	0.0602671305803278	0.00877651944867253	0.0168524882480141	0.0447783543979168	0.0300172440779541	0.0280360295443146	0.0275530574013801	0.0417222802549874	0.261589250956123
RAD21	0.148984872309204	0.145945006961257	0.0378609912841177	0.173472416238481	0.214564524722846	0.0896511883157584	0.0529144326354408	0.0700407356374644	0.110031058487361	0.199289395070763
RARB	0.0153996888937969	0.0106501538176207	0.0105838808426929	0.0246928171692585	0.0502401015276251	0.034874473728453	0.0221059289028432	0.0415585595956018	0.0752643237799445	0.0380489233564203
RARG	0.0709532275528055	0.072603777096269	0.0241118406040941	0.11335045426227	0.194363286041172	0.0986392535444884	0.085631302757164	0.0987853206787849	0.181432087562843	0.268824029625459
RB1	0.0947558922692747	0.0895489320636598	0.0225347040098711	0.113655907283426	0.175805339630775	0.0924250497456783	0.0913931417672189	0.0953119799097302	0.12697892471125	0.291920695570694
RBBP5	0.109810243467245	0.114295848495401	0.028979615986501	0.109217495672352	0.182302431839385	0.0929453795306132	0.0703234260317673	0.0804907529824759	0.116970651820014	0.282860615656684
REL	0.0884606847112787	0.0898442518897038	0.0153023423287028	0.0880399640943323	0.129453844372075	0.179653764461534	0.072224281526193	0.087617980371641	0.126439872393063	0.255082717310401
RELA	0.091246380469332	0.101775224749315	0.0204133463758761	0.0818752776014484	0.135288126892725	0.0876200524786223	0.0722183650132839	0.0921069530903055	0.123893495484764	0.344744970694189
RELB	0.0791088256108435	0.0772332067131869	0.0222242177243837	0.0921257171458207	0.146331634914889	0.103738842802447	0.0662974164036576	0.0764941419579891	0.0982757667065717	0.394731419248693
REST	0.0278117012177035	0.0324715523347109	0.0151144346183275	0.136458122931976	0.215876928310629	0.115445491261687	0.0963125884697951	0.11886690290622	0.161790675554166	0.219679385956939
RFX1	0.139493701378631	0.0599663966176691	0.0142461754674368	0.0438578512755911	0.0764153184656431	0.0422862859000509	0.014476135887085	0.0459702119662585	0.0446869654737527	0.397774851653602
RFX2	0.0213823656589587	0.0276540152509321	0.0108270101875726	0.0112694089099434	0.0387211922715675	0.0386241038471716	0.0275647785813562	0.0181329452175668	0.0285038897497922	0.0559568212789854
RFX3	0.126962268666551	0.159550105339771	0.0200985376954277	0.0911479018936802	0.151770845424304	0.0734363710257625	0.0469663174528663	0.0721090640355877	0.0995531086104532	0.180382135037945
RFX5	0.0544753080888041	0.0562211617097133	0.0115754891439646	0.0755178380369521	0.113203568443028	0.108753372050437	0.0469036682717328	0.0567350198945284	0.0750038960011337	0.390553355133942
RFXAP	0.0384568003197058	0.0304005296461509	0.0062382241598028	0.00565546303891828	0.00980767857651854	0.000877729351437151	0.00339065631648816	0.0118258121438845	0.0146204631244239	0.00307796441042629
RNASEH2C	0.0330007477808183	0.0562444293294921	0.0149783280458395	0.0197295584136571	0.0657477011968539	0.0268118057073091	0.0274281100420911	0.0328221377819156	0.0437757022808835	0.210756446650298
RORA	0.257132634130112	0.162119699923086	0.0331995282443541	0.0338984868614355	0.0620290160257746	0.0762324344204343	0.0122777329886683	0.0175565122086189	0.189099771939922	0.0821518329272205
RORB	0.0728215890483489	0.0589133535222021	0.0128969649315593	0.2475951223036	0.122985975555289	0.09253242494028	0.065672521479466	0.0775383161297911	0.109508698547475	0.177482365472355
RREB1	0.0460540760930174	0.0571181315037376	0.0153009912670866	0.107594736510738	0.186203971332023	0.104248777713507	0.100857752922644	0.106910597266754	0.131746867389336	0.247584784305346
RUNX2	0.0181145979505304	0.016258669196238	0.005333872562439	0.0327217076351047	0.0509762597126762	0.0376913093327188	0.0717685857657702	0.0631670801343891	0.0509057554860013	0.499074267086638
RUNX3	0.122069832109813	0.125936649943003	0.0374976120639473	0.110013481840502	0.152385919380075	0.0809300636022413	0.067164965175584	0.0343309287330453	0.0800454188733399	0.23633990065458
RXRA	0.161726386202619	0.146028691596412	0.0274914818579604	0.121961411562656	0.156531602651239	0.0707473225885599	0.0513736409320237	0.0622871234468386	0.099609715762074	0.244187191541348
RXRG	0.0574739937187264	0.0515459500736153	0.0151057539916071	0.0842917877179091	0.139148575112712	0.0811766452726392	0.11475122528074	0.101228309196252	0.118438153078839	0.397468988176022
SALL1	0.0308160363750151	0.0415462078110093	0.0156459425570886	0.00909134451799476	0.0312990057582599	0.0148128743433488	0.0088590392030069	0.018411102809563	0.0331917746667036	0.0166823628634571
SETDB1	0.00946586468075028	0.0140723619235368	0.010834651476723	0.00540738911991245	0.0164268171951811	0.00971367496450071	0.012733281743628	0.0103733200550705	0.00979113791575459	0.0364000502050226
SF1	0.145867314288683	0.142762880762318	0.0299550714552105	0.119337977039142	0.171736286292956	0.108961629008863	0.0410622829804563	0.061436257210887	0.0899091991975082	0.190160106019035
SIN3A	0.120995542102664	0.116882045384432	0.0276051754189447	0.0955671571045241	0.171923785377719	0.104574341021665	0.0419976004784872	0.067716501243143	0.115476394589597	0.21775908368555
SIRT6	0.0786651873461593	0.110878083942262	0.0180504766406682	0.0457555512212985	0.0957745961935605	0.0409565047800841	0.0266232457081853	0.0554454281216836	0.0755459591864788	0.214455412550394
SIX5	0.035785766088768	0.0375885618907033	0.0106759796864425	0.0652252649162315	0.114162202618794	0.0971248821045709	0.0698698503163926	0.0848761878794393	0.104398480505993	0.408960029034384
SMARCC2	0.184434392394577	0.168599187923423	0.0342867866730762	0.118625967396472	0.187454765092874	0.0817509567934759	0.0517681427698785	0.0676580091529638	0.110857488837723	0.219090656914244
SOX1	0.0551723319759659	0.0669017445219279	0.0138455569036997	0.109552487736581	0.148151799508695	0.127840620455552	0.0473980605661363	0.0903038586733078	0.147339314692094	0.141443213184029
SOX10	0.0989762350911956	0.0955733673893379	0.0272467108417908	0.134201603790551	0.201465757554073	0.103426667538387	0.079507520357463	0.091601595121954	0.138650090596588	0.261603207904825
SOX15	0.115501057039669	0.122129563762691	0.0258903316589589	0.0866987402831658	0.157155160163913	0.0938208537224905	0.0590077417166849	0.0640055605962051	0.22920297178791	0.156126091843166
SOX17	0.145544556735502	0.154691819081981	0.0144943575484751	0.0416223946475289	0.0756649394523502	0.125905454864367	0.0281634185452628	0.0516729438080468	0.0648065080518171	0.268299736864371
SOX2	0.0666393882415074	0.0710664892032542	0.028046059905793	0.159607689612592	0.246463588303061	0.111496650789631	0.0701535607432002	0.0850000390330495	0.147148592345604	0.223394602376405
SOX4	0.203881208856072	0.214054074444988	0.041302193640211	0.132107785705391	0.189729869484669	0.0857448578088872	0.0374989032543677	0.0570045294687033	0.104592783891635	0.152793852349817
SOX5	0.0176220132518572	0.0257731824021813	0.0124299391512943	0.0452990776035381	0.124907223474523	0.0778064396705898	0.0427068521295066	0.0647089815599642	0.115730657366269	0.0869614696204992
