NCR- ILC3	NCR+ ILC3	CD16+ NK	CD56+ SELL_high NK	CD56+ SELL_low NK
ZNF17	0.0587654173948363	0.180437894106655	0.0614726831913349	0.0231718133991303	0.0591030357001916
ZNF224	0.0228325167713008	0.12997599521552	0.154438469847988	0.0368580648941539	0.145881959440649
ZNF23	0.0437147410619098	0.210527568968095	0.272291900691027	0.0578456128550531	0.241112560523004
ZNF25	0.0186781006599456	0.125783386123942	0.202570940647883	0.0529560229365604	0.139054324965948
ZNF250	0.0337082169015167	0.234380385640785	0.320918400175876	0.0624252661197645	0.272686238390329
ZNF254	0.031762759653105	0.0715429113260169	0.121848743815265	0.0356018217680988	0.0851657530626121
ZNF274	0.0469141570710733	0.22767461516053	0.409936790123318	0.0819426910672305	0.242868717403849
ZNF3	0.0299059192976273	0.209422752586761	0.294187425125706	0.0631150827757677	0.177933870226492
ZNF319	0.047435048679059	0.137398788435241	0.437020544500317	0.0613060313020944	0.228851294852094
ZNF322	0.039339463341256	0.08654245776708	0.295750312722073	0.0517135406292758	0.136057343514558
ZNF333	0.0356704895638161	0.2366199681294	0.232146078277739	0.0870709307245912	0.201598724902358
ZNF345	0.043877840803642	0.156681151463291	0.251228989180233	0.0654079307560511	0.182696738220144
ZNF358	0.0379364440824411	0.231025887457629	0.254263431826582	0.0566963257248857	0.221782963533613
ZNF362	0.045097954140455	0.198471867797373	0.200498318821923	0.0470224077209374	0.151991499849922
ZNF41	0.0363990313829116	0.208073989510645	0.237557115256687	0.0532567783491048	0.161584817881683
ZNF419	0.0354726822542152	0.150243376141242	0.241816956840634	0.0663363206568659	0.188956049106237
ZNF502	0.0543891342267957	0.171122347697242	0.174595990557243	0.0507609531386942	0.159039662145259
ZNF528	0.0352662301750588	0.0694083695887662	0.13919006432612	0.0438685571026154	0.0949402010197548
ZNF555	0.0298145811174054	0.0811002453706681	0.106917481182084	0.0328926139024436	0.0980363447010676
ZNF561	0.0648068012710896	0.157088882958693	0.125807588330016	0.0368555460679281	0.178364448477358
ZNF597	0.0344315320842482	0.205848516322204	0.349938793200552	0.0812825386528064	0.230277947387158
ZNF639	0.0510373258845606	0.212528398520338	0.367957930259865	0.063749513475982	0.175753080351396
ZNF662	0.0205426847180059	0.0838440926644505	0.105798827609765	0.0460079545054177	0.0932239295663405
ZNF689	0.0280778412873832	0.0793258944671142	0.157728546725229	0.0420196411054471	0.0840820781871822
ZNF695	0.0470905131946185	0.138832756694542	0.144265364281916	0.0490067286443359	0.106915362976937
ZNF76	0.0478998269903035	0.229334642015709	0.41790614531018	0.0763975652321954	0.230477287975048
ZNF768	0.0527218128484452	0.225276783949021	0.255399303694554	0.0695247013615656	0.215955544887031
ZNF841	0.0347008694773272	0.194524939847738	0.349674720248967	0.0647118991761267	0.222538247016782
ZNF91	0.0515161105503336	0.241062124653049	0.361371585886695	0.0827300913264816	0.235418625379504
